PA0007-C	13.466425	-16.672096
PA0008-C	13.466425	-16.672096
PA0011-C	13.466425	-16.672096
PA0012-C	13.466425	-16.672096
PA0015-C	13.466425	-16.672096
PA0016-C	13.466425	-16.672096
PA0017-C	13.466425	-16.672096
PA0018-C	13.466425	-16.672096
PA0020-C	13.466425	-16.672096
PA0021-C	13.466425	-16.672096
PA0022-C	13.466425	-16.672096
PA0026-C	13.466425	-16.672096
PA0027-C	13.466425	-16.672096
PA0029-C	13.466425	-16.672096
PA0030-C	13.466425	-16.672096
PA0032-C	13.466425	-16.672096
PA0034-C	13.466425	-16.672096
PA0035-C	13.466425	-16.672096
PA0036-C	13.466425	-16.672096
PA0037-C	13.466425	-16.672096
PA0038-C	13.466425	-16.672096
PA0039-C	13.466425	-16.672096
PA0040-C	13.466425	-16.672096
PA0041-C	13.466425	-16.672096
PA0042-C	13.466425	-16.672096
PA0044-C	13.466425	-16.672096
PA0045-C	13.466425	-16.672096
PA0046-C	13.466425	-16.672096
PA0047-C	13.466425	-16.672096
PA0049-C	13.466425	-16.672096
PA0050-C	13.466425	-16.672096
PA0051-C	13.466425	-16.672096
PA0052-C	13.466425	-16.672096
PA0053-C	13.466425	-16.672096
PA0054-C	13.466425	-16.672096
PA0056-C	13.466425	-16.672096
PA0057-C	13.466425	-16.672096
PA0059-C	13.466425	-16.672096
PA0061-C	13.466425	-16.672096
PA0064-C	13.466425	-16.672096
PA0065-C	13.466425	-16.672096
PA0067-C	13.466425	-16.672096
PA0068-C	13.466425	-16.672096
PA0069-C	13.466425	-16.672096
PA0071-C	13.466425	-16.672096
PA0073-C	13.466425	-16.672096
PA0074-C	13.466425	-16.672096
PA0075-C	13.466425	-16.672096
PA0078-C	13.466425	-16.672096
PA0079-C	13.466425	-16.672096
PA0081-C	13.466425	-16.672096
PA0084-C	13.466425	-16.672096
PA0085-C	13.466425	-16.672096
PA0087-C	13.466425	-16.672096
PA0089-C	13.466425	-16.672096
PA0091-C	13.466425	-16.672096
PA0092-C	13.466425	-16.672096
PA0093-C	13.466425	-16.672096
PA0094-C	13.466425	-16.672096
PA0098-C	13.466425	-16.672096
PA0099-C	13.466425	-16.672096
PA0100-C	13.466425	-16.672096
PA0101-C	13.466425	-16.672096
PA0102-C	13.466425	-16.672096
PA0104-C	13.466425	-16.672096
PA0134-C	7.753857	-8.818703
PA0137-C	7.753857	-8.818703
PA0138-C	7.753857	-8.818703
PA0140-C	7.753857	-8.818703
PA0144-C	7.753857	-8.818703
PA0145-C	7.753857	-8.818703
PA0146-C	7.753857	-8.818703
PA0147-C	7.753857	-8.818703
PA0148-C	7.753857	-8.818703
PA0149-C	7.753857	-8.818703
PA0151-C	7.753857	-8.818703
PA0152-C	7.753857	-8.818703
PA0153-C	7.753857	-8.818703
PA0155-C	7.753857	-8.818703
PA0157-C	7.753857	-8.818703
PA0158-C	7.753857	-8.818703
PA0159-C	7.753857	-8.818703
PA0160-C	7.753857	-8.818703
PA0161-C	7.753857	-8.818703
PA0163-C	7.753857	-8.818703
PA0165-C	7.753857	-8.818703
PA0167-C	7.753857	-8.818703
PA0168-C	7.753857	-8.818703
PA0169-C	7.753857	-8.818703
PA0171-C	7.753857	-8.818703
PA0172-C	7.753857	-8.818703
PA0173-C	7.753857	-8.818703
PA0176-C	7.753857	-8.818703
PA0177-C	7.753857	-8.818703
PA0178-C	7.753857	-8.818703
PA0179-C	7.753857	-8.818703
PA0180-C	7.753857	-8.818703
PA0182-C	7.753857	-8.818703
PA0183-C	7.753857	-8.818703
PA0184-C	7.753857	-8.818703
PA0185-C	7.753857	-8.818703
PA0186-C	7.753857	-8.818703
PA0187-C	7.753857	-8.818703
PA0188-C	7.753857	-8.818703
PA0189-C	7.753857	-8.818703
PA0190-C	7.753857	-8.818703
PA0191-C	7.753857	-8.818703
PA0193-C	7.753857	-8.818703
PA0195-C	7.753857	-8.818703
PA0197-C	7.753857	-8.818703
PA0198-C	7.753857	-8.818703
PA0199-C	7.753857	-8.818703
PA0200-C	7.753857	-8.818703
PA0201-C	7.753857	-8.818703
PA0202-C	7.753857	-8.818703
PA0203-C	7.753857	-8.818703
PA0204-C	7.753857	-8.818703
PA0205-C	7.753857	-8.818703
PA0206-C	7.753857	-8.818703
PA0207-C	7.753857	-8.818703
PA0208-C	7.753857	-8.818703
PA0209-C	7.753857	-8.818703
PA0210-C	7.753857	-8.818703
PA0211-C	7.753857	-8.818703
PA0212-C	7.753857	-8.818703
PA0213-C	7.753857	-8.818703
PA0214-C	7.753857	-8.818703
PA0215-C	7.753857	-8.818703
PA0216-C	7.753857	-8.818703
PA0217-C	7.753857	-8.818703
PA0218-C	7.753857	-8.818703
PA0219-C	7.753857	-8.818703
PA0220-C	7.753857	-8.818703
PA0221-C	7.753857	-8.818703
PA0222-C	7.753857	-8.818703
PA0223-C	7.753857	-8.818703
PA0224-C	7.753857	-8.818703
PA0225-C	7.753857	-8.818703
PA0227-C	7.753857	-8.818703
PA0228-C	7.753857	-8.818703
PA0229-C	7.753857	-8.818703
PA0230-C	7.753857	-8.818703
PA0231-C	7.753857	-8.818703
PA0232-C	7.753857	-8.818703
PA0233-C	7.753857	-8.818703
PA0234-C	7.753857	-8.818703
PA0237-C	7.753857	-8.818703
PA0239-C	7.753857	-8.818703
PA0243-C	7.753857	-8.818703
PA0245-C	7.753857	-8.818703
PA0246-C	7.753857	-8.818703
PA0249-C	7.753857	-8.818703
PA0251-C	7.753857	-8.818703
PA0253-C	7.753857	-8.818703
PA0254-C	7.753857	-8.818703
PA0255-C	7.753857	-8.818703
PA0256-C	7.753857	-8.818703
PA0257-C	7.753857	-8.818703
PA0260-C	7.753857	-8.818703
PA0261-C	7.753857	-8.818703
PA0262-C	7.753857	-8.818703
PA0263-C	7.753857	-8.818703
PA0267-C	7.753857	-8.818703
PA0269-C	7.753857	-8.818703
PA0270-C	7.753857	-8.818703
PD0459-Cx	16.771015	98.704491
PD0460-C	16.771015	98.704491
PD0461-C	16.771015	98.704491
PD0462-C	16.771015	98.704491
PD0464-C	16.771015	98.704491
PD0466-C	16.771015	98.704491
PD0467-C	16.771015	98.704491
PD0468-C	16.771015	98.704491
PD0469-C	16.771015	98.704491
PD0470-C	16.771015	98.704491
PD0471-C	16.771015	98.704491
PD0472-C	16.771015	98.704491
PD0473-C	16.771015	98.704491
PD0474-C	16.771015	98.704491
PD0475-C	16.771015	98.704491
PD0476-C	16.771015	98.704491
PD0477-C	16.771015	98.704491
