sample_id	study	country	samplingSite	ena_accession	collectionDate	samplePreparation	totalBases	basesMapped	basesDuplicated	averageReadLength	averageQuality	basesof1xCoverage	basesof5xCoverage	basesof10xCoverage	basesof50xCoverage	meanCoverage	insertSizeAverage	insertSizeStandardDeviation	PercentCallableGATK	latitude	longitude
PA0007-C	1006	The Gambia	GM_Coastal	ERS010116			2074610304.0	1849037212.0	792743536.0	76.0	33.1	22703916.0	20226914.0	17341168.0	9063212.0	74.27	320.9	68.3	76.58	13.466425	-16.672096
PA0008-C	1006	The Gambia	GM_Coastal	ERS010126			2529943176.0	2302964844.0	413304492.0	76.0	33.3	23160225.0	22873797.0	22241258.0	14633143.0	96.81	339.9	40.2	90.33	13.466425	-16.672096
PA0011-C	1006	The Gambia	GM_Coastal	ERS010043			3707830088.0	3451499872.0	80645044.0	76.0	32.5	22960209.0	22798857.0	22697202.0	21815652.0	149.59	249.8	44.8	90.6	13.466425	-16.672096
PA0012-C	1006	The Gambia	GM_Coastal	ERS010127			2910823712.0	2219976340.0	125521448.0	76.0	32.3	22982697.0	22430685.0	21499677.0	14970548.0	95.02	251.9	84.1	88.97	13.466425	-16.672096
PA0015-C	1006	The Gambia	GM_Coastal	ERS010044			4228662344.0	3910137604.0	122161792.0	76.0	32.1	23002807.0	22866914.0	22784685.0	22157189.0	169.55	255.1	47.2	90.8	13.466425	-16.672096
PA0016-C	1006	The Gambia	GM_Coastal	ERS010045			3995690880.0	3731759904.0	70567520.0	76.0	31.8	23083238.0	22930355.0	22842491.0	22087161.0	160.4	257.2	42.7	91.09	13.466425	-16.672096
PA0017-C	1006	The Gambia	GM_Coastal	ERS010128			5158300120.0	4482080164.0	248697916.0	76.0	32.3	23047506.0	22859973.0	22603203.0	18992797.0	190.26	250.5	86.6	90.81	13.466425	-16.672096
PA0018-C	1006	The Gambia	GM_Coastal	ERS010046			4263213464.0	4008073028.0	143650184.0	76.0	32.8	23051408.0	22925086.0	22842335.0	22205486.0	173.25	257.6	45.5	91.01	13.466425	-16.672096
PA0020-C	1006	The Gambia	GM_Coastal	ERS010047			3924369592.0	3713985404.0	163686444.0	76.0	33.1	23019472.0	22865067.0	22772242.0	22140942.0	160.87	248.3	50.9	90.85	13.466425	-16.672096
PA0021-C	1006	The Gambia	GM_Coastal	ERS010048			3094232536.0	2930259420.0	171885704.0	76.0	33.5	23117121.0	22972867.0	22877726.0	22043528.0	126.38	267.2	49.9	91.21	13.466425	-16.672096
PA0022-C	1006	The Gambia	GM_Coastal	ERS010129			2004743200.0	1780036508.0	347711020.0	76.0	33.7	22779688.0	21098767.0	18873315.0	10975996.0	73.98	340.2	57.5	82.22	13.466425	-16.672096
PA0026-C	1006	The Gambia	GM_Coastal	ERS011006			277122600.0	235634580.0	8916928.0	76.0	31.2	22320946.0	18684253.0	11679428.0	35834.0	10.56	236.3	44.1	72.21	13.466425	-16.672096
PA0027-C	1006	The Gambia	GM_Coastal	ERS010049			3083487656.0	2947551396.0	158247124.0	76.0	33.1	23106509.0	22952441.0	22845092.0	22064625.0	127.09	260.6	49.0	91.14	13.466425	-16.672096
PA0029-C	1006	The Gambia	GM_Coastal	ERS010038			3753015736.0	3476524392.0	83788100.0	76.0	32.5	23038277.0	22866041.0	22766939.0	22135615.0	150.24	260.7	45.6	90.89	13.466425	-16.672096
PA0030-C	1006	The Gambia	GM_Coastal	ERS009726			4458636368.0	4104278236.0	101106600.0	76.0	31.0	23284900.0	23186250.0	23096944.0	22466875.0	174.64	268.6	75.4	91.51	13.466425	-16.672096
PA0032-C	1006	The Gambia	GM_Coastal	ERS010130			5133921448.0	4186748420.0	230558996.0	76.0	30.4	23051822.0	22789815.0	22410809.0	18267050.0	178.92	256.0	80.4	90.24	13.466425	-16.672096
PA0034-C	1006	The Gambia	GM_Coastal	ERS010117			2903146496.0	1874330772.0	152364876.0	76.0	31.7	22981384.0	22447706.0	21463039.0	14414235.0	81.03	231.0	78.2	88.87	13.466425	-16.672096
PA0035-C	1006	The Gambia	GM_Coastal	ERS010039			9612524992.0	8810068124.0	509496628.0	76.0	30.9	23042603.0	22898212.0	22830179.0	22557135.0	378.36	266.4	42.1	91.09	13.466425	-16.672096
PA0036-C	1006	The Gambia	GM_Coastal	ERS010040			3223462632.0	2988809440.0	85025760.0	76.0	33.4	23026663.0	22855020.0	22755287.0	21755730.0	129.26	249.8	39.1	90.79	13.466425	-16.672096
PA0037-C	1006	The Gambia	GM_Coastal	ERS010041			4727215808.0	4254050524.0	197846620.0	76.0	30.4	23028022.0	22865114.0	22777163.0	22146660.0	183.66	264.0	37.8	90.78	13.466425	-16.672096
PA0038-C	1006	The Gambia	GM_Coastal	ERS009729			4553970008.0	4248333196.0	104626996.0	76.0	31.9	23074170.0	22896562.0	22793454.0	22091767.0	182.9	301.3	75.4	90.78	13.466425	-16.672096
PA0039-C	1006	The Gambia	GM_Coastal	ERS009966			4119193160.0	3698598140.0	182240628.0	76.0	31.1	23153668.0	22913890.0	22532101.0	17529562.0	155.95	226.9	74.2	90.37	13.466425	-16.672096
PA0040-C	1006	The Gambia	GM_Coastal	ERS010118			2318744648.0	2076954372.0	240834348.0	76.0	33.3	23017375.0	22568137.0	21496248.0	12665334.0	87.32	305.5	59.1	88.98	13.466425	-16.672096
PA0041-C	1006	The Gambia	GM_Coastal	ERS010119			4733470912.0	3466345180.0	219728616.0	76.0	30.2	23091315.0	22610289.0	21750294.0	16027109.0	147.65	238.3	76.5	89.28	13.466425	-16.672096
PA0042-C	1006	The Gambia	GM_Coastal	ERS010120			4410440208.0	3374279540.0	234456580.0	76.0	31.0	23036651.0	22657231.0	22009834.0	16584365.0	143.62	239.0	79.8	89.65	13.466425	-16.672096
PA0044-C	1006	The Gambia	GM_Coastal	ERS009731			3929599304.0	3652561596.0	121828000.0	76.0	33.5	23119202.0	22961470.0	22860528.0	22243092.0	157.14	272.1	78.6	91.05	13.466425	-16.672096
PA0045-C	1006	The Gambia	GM_Coastal	ERS009732			2806519336.0	2549804484.0	86089304.0	76.0	32.0	23013110.0	22815274.0	22684657.0	21664164.0	109.41	291.2	78.0	90.61	13.466425	-16.672096
PA0046-C	1006	The Gambia	GM_Coastal	ERS009733			4137877456.0	3825552568.0	152727776.0	76.0	32.1	23065522.0	22871910.0	22750520.0	21989963.0	160.95	281.6	74.6	90.85	13.466425	-16.672096
PA0047-C	1006	The Gambia	GM_Coastal	ERS010113			421258120.0	358423372.0	51417116.0	76.0	30.5	22792204.0	21152597.0	17285965.0	54279.0	15.73	260.2	94.8	81.75	13.466425	-16.672096
PA0049-C	1006	The Gambia	GM_Coastal	ERS010071			4346318856.0	4051618748.0	306422728.0	76.0	33.6	23029501.0	22894019.0	22797405.0	21225612.0	173.1	264.7	38.8	90.98	13.466425	-16.672096
PA0050-C	1006	The Gambia	GM_Coastal	ERS009669			1972177200.0	1812246980.0	120303212.0	76.0	33.6	23074163.0	22850886.0	22627025.0	15745450.0	77.68	306.5	47.7	90.7	13.466425	-16.672096
PA0051-C	1006	The Gambia	GM_Coastal	ERS011004			522221840.0	463170220.0	16957044.0	76.0	31.7	19392501.0	15920306.0	13777575.0	1352719.0	23.88	227.6	34.8	62.4	13.466425	-16.672096
PA0052-C	1006	The Gambia	GM_Coastal	ERS010070			4939151992.0	4522333032.0	1121384712.0	76.0	33.1	23138030.0	23006214.0	22830495.0	18471612.0	177.53	252.1	40.0	90.91	13.466425	-16.672096
PA0053-C	1006	The Gambia	GM_Coastal	ERS009967			4550863584.0	4003944404.0	158608200.0	76.0	30.3	23204488.0	23062873.0	22900461.0	19897986.0	171.6	237.6	72.0	91.09	13.466425	-16.672096
PA0054-C	1006	The Gambia	GM_Coastal	ERS011013			348402088.0	316246716.0	11048728.0	76.0	32.1	18462551.0	14287707.0	11765428.0	281229.0	17.13	226.9	34.9	55.83	13.466425	-16.672096
PA0056-C	1006	The Gambia	GM_Coastal	ERS011002			303146520.0	243201824.0	9060340.0	76.0	31.3	17019011.0	12277459.0	8976744.0	311210.0	13.72	222.3	36.9	47.29	13.466425	-16.672096
PA0057-C	1006	The Gambia	GM_Coastal	ERS011016			6166747616.0	5783682992.0	163081560.0	76.0	32.5	23029866.0	22904796.0	22821305.0	22003164.0	247.13	235.7	46.2	91.11	13.466425	-16.672096
PA0059-C	1006	The Gambia	GM_Coastal	ERS011009			205440768.0	173284484.0	6631912.0	76.0	31.6	19033695.0	12922056.0	7214650.0	98844.0	9.1	232.7	39.5	48.82	13.466425	-16.672096
PA0061-C	1006	The Gambia	GM_Coastal	ERS009670			1448876768.0	1267586216.0	178047632.0	76.0	34.0	23133803.0	22726019.0	21692637.0	9309588.0	53.18	370.9	60.6	89.23	13.466425	-16.672096
PA0064-C	1006	The Gambia	GM_Coastal	ERS011012			233838776.0	202770508.0	6744088.0	76.0	31.5	20301022.0	15233044.0	10157483.0	35373.0	9.99	233.6	44.7	58.74	13.466425	-16.672096
PA0065-C	1006	The Gambia	GM_Coastal	ERS010079			3249509352.0	2912731084.0	613145656.0	76.0	33.2	23007316.0	22864419.0	22757149.0	20225434.0	123.96	212.7	53.1	90.56	13.466425	-16.672096
PA0067-C	1006	The Gambia	GM_Coastal	ERS011019			5111772920.0	4854181788.0	207499532.0	76.0	33.0	22973822.0	22655764.0	22362702.0	20046157.0	207.44	302.6	42.5	89.97	13.466425	-16.672096
PA0068-C	1006	The Gambia	GM_Coastal	ERS009970			4817778472.0	3969836212.0	161499848.0	76.0	29.9	23116719.0	22812746.0	22333748.0	17435706.0	165.71	241.5	81.7	90.07	13.466425	-16.672096
PA0069-C	1006	The Gambia	GM_Coastal	ERS009971			4743972136.0	3776940536.0	152741760.0	76.0	29.4	23115948.0	22865160.0	22499278.0	17695911.0	159.15	234.2	74.5	90.42	13.466425	-16.672096
PA0071-C	1006	The Gambia	GM_Coastal	ERS010078			2801662176.0	2088985020.0	1115992968.0	76.0	31.5	22895808.0	22507822.0	21751368.0	12449564.0	86.85	205.0	66.7	86.2	13.466425	-16.672096
PA0073-C	1006	The Gambia	GM_Coastal	ERS010076			3173445968.0	2902729940.0	203353048.0	76.0	32.6	22902198.0	22692944.0	22399302.0	19416245.0	124.04	241.3	47.5	89.7	13.466425	-16.672096
PA0074-C	1006	The Gambia	GM_Coastal	ERS010069			2576908136.0	2373409776.0	167637304.0	76.0	34.0	22914746.0	22708990.0	22468238.0	16969023.0	102.54	259.9	40.7	90.28	13.466425	-16.672096
PA0075-C	1006	The Gambia	GM_Coastal	ERS010074			3549462352.0	3233097836.0	213188664.0	76.0	33.1	23013259.0	22825778.0	22584002.0	20482680.0	137.99	255.5	55.7	90.4	13.466425	-16.672096
PA0078-C	1006	The Gambia	GM_Coastal	ERS011014			4692704056.0	4303215988.0	255404232.0	76.0	32.7	23056093.0	22867566.0	22681757.0	20250831.0	183.68	733.0	1791.2	90.13	13.466425	-16.672096
PA0079-C	1006	The Gambia	GM_Coastal	ERS011008			219516576.0	195829048.0	6033716.0	76.0	31.9	18486215.0	12555921.0	8189391.0	83096.0	10.59	225.2	35.9	48.0	13.466425	-16.672096
PA0081-C	1006	The Gambia	GM_Coastal	ERS009676			3860718984.0	3528046008.0	562000696.0	76.0	34.7	23029962.0	22883436.0	22783916.0	19642967.0	149.44	379.5	108.6	90.9	13.466425	-16.672096
PA0084-C	1006	The Gambia	GM_Coastal	ERS009972			3857759240.0	3219884096.0	173865732.0	76.0	31.8	23143169.0	22900390.0	22434426.0	17006116.0	136.75	223.2	73.0	90.6	13.466425	-16.672096
PA0085-C	1006	The Gambia	GM_Coastal	ERS009672			859406632.0	787048704.0	109750688.0	76.0	33.6	22959928.0	22096963.0	20527297.0	4742781.0	34.2	303.9	86.2	85.8	13.466425	-16.672096
PA0087-C	1006	The Gambia	GM_Coastal	ERS011011			577054776.0	520575072.0	21027680.0	76.0	31.6	22447346.0	20541322.0	18259738.0	435052.0	22.63	233.3	41.4	80.86	13.466425	-16.672096
PA0089-C	1006	The Gambia	GM_Coastal	ERS011010			340907728.0	298064324.0	10122136.0	76.0	31.5	20008310.0	15895551.0	12720052.0	97590.0	14.48	231.4	37.1	62.15	13.466425	-16.672096
PA0091-C	1006	The Gambia	GM_Coastal	ERS009973			4364782600.0	3605174532.0	99910816.0	76.0	31.1	23007817.0	22733397.0	22351032.0	17776493.0	154.93	210.2	64.9	90.13	13.466425	-16.672096
PA0092-C	1006	The Gambia	GM_Coastal	ERS010068			1818674224.0	1547738100.0	300950880.0	76.0	33.6	23029017.0	22511101.0	21353735.0	10540089.0	64.26	254.4	42.5	87.9	13.466425	-16.672096
PA0093-C	1006	The Gambia	GM_Coastal	ERS010077			3304292128.0	2938875008.0	1504024572.0	76.0	33.0	22944139.0	22816964.0	22707745.0	20025528.0	125.6	222.3	54.7	89.99	13.466425	-16.672096
PA0094-C	1006	The Gambia	GM_Coastal	ERS011005			287877208.0	264066788.0	9000148.0	76.0	31.7	22468554.0	19225130.0	13957700.0	24266.0	11.75	233.5	41.6	74.95	13.466425	-16.672096
PA0098-C	1006	The Gambia	GM_Coastal	ERS011018			2651727856.0	2416906932.0	172360932.0	76.0	33.5	23086898.0	22902629.0	22597964.0	17221776.0	101.56	254.7	54.2	90.63	13.466425	-16.672096
PA0099-C	1006	The Gambia	GM_Coastal	ERS010080			3751046272.0	3351868888.0	955353820.0	76.0	33.6	23007280.0	22872202.0	22749855.0	18573177.0	136.31	220.8	59.5	90.37	13.466425	-16.672096
PA0100-C	1006	The Gambia	GM_Coastal	ERS011020			4958770632.0	4717377000.0	198998628.0	76.0	32.5	23006043.0	22611657.0	22231774.0	19758254.0	202.91	330.1	51.6	89.46	13.466425	-16.672096
PA0101-C	1006	The Gambia	GM_Coastal	ERS009975			5921143584.0	5193615876.0	151888964.0	76.0	30.8	23052783.0	22745013.0	22343906.0	18285810.0	219.12	220.2	66.2	90.14	13.466425	-16.672096
PA0102-C	1006	The Gambia	GM_Coastal	ERS009673			3024334424.0	2585272544.0	468360792.0	76.0	33.2	23148770.0	22785869.0	21965038.0	13051061.0	98.52	361.9	64.7	89.39	13.466425	-16.672096
PA0104-C	1006	The Gambia	GM_Coastal	ERS011015			7811192296.0	7374067428.0	234607364.0	76.0	32.4	23037546.0	22916092.0	22848784.0	22532123.0	316.03	254.0	48.7	91.14	13.466425	-16.672096
PA0134-C	1026	Guinea	Nzerekore	ERS041972			2477925600.0	2284332300.0	70055700.0	100.0	37.1	22987689.0	22730788.0	22527575.0	19806476.0	98.7	251.8	68.1	91.51	7.753857	-8.818703
PA0137-C	1026	Guinea	Nzerekore	ERS042009			1042999400.0	973389600.0	18930500.0	100.0	37.9	22931006.0	22460201.0	21767047.0	9024878.0	42.17	261.0	76.5	90.22	7.753857	-8.818703
PA0138-C	1026	Guinea	Nzerekore	ERS041976			1854536600.0	1686466000.0	70938800.0	100.0	37.1	23173821.0	22960900.0	22760967.0	17770374.0	72.34	257.9	71.8	92.27	7.753857	-8.818703
PA0140-C	1026	Guinea	Nzerekore	ERS041990			460326400.0	381634900.0	6542500.0	100.0	37.3	22790364.0	21577458.0	18718149.0	54127.0	16.75	265.1	77.8	85.71	7.753857	-8.818703
PA0144-C	1026	Guinea	Nzerekore	ERS042041			1056173200.0	955548900.0	25246700.0	100.0	38.7	22853060.0	22553500.0	22165767.0	7238603.0	41.52	269.6	76.9	90.81	7.753857	-8.818703
PA0145-C	1026	Guinea	Nzerekore	ERS041974			2878330600.0	2679938700.0	70314600.0	100.0	37.1	23020687.0	22862929.0	22724215.0	20163019.0	115.63	255.0	67.8	92.0	7.753857	-8.818703
PA0146-C	1026	Guinea	Nzerekore	ERS041979			789944400.0	720085700.0	38441800.0	100.0	38.6	23053209.0	22300636.0	21108053.0	1579197.0	31.23	267.7	70.0	89.09	7.753857	-8.818703
PA0147-C	1026	Guinea	Nzerekore	ERS042039			1066686400.0	949353500.0	64299000.0	100.0	38.6	23043073.0	22752565.0	22422305.0	6507650.0	40.89	275.5	87.7	91.53	7.753857	-8.818703
PA0148-C	1026	Guinea	Nzerekore	ERS042054			2399584400.0	2240218700.0	164772200.0	100.0	36.9	23077019.0	22786192.0	22550668.0	19901207.0	96.65	252.3	63.5	91.62	7.753857	-8.818703
PA0149-C	1026	Guinea	Nzerekore	ERS042067			529326600.0	493521400.0	5786300.0	100.0	37.0	22762003.0	21721704.0	19560298.0	176782.0	21.68	263.3	71.7	86.49	7.753857	-8.818703
PA0151-C	1026	Guinea	Nzerekore	ERS042004			1010418800.0	945609800.0	15000100.0	100.0	37.8	22785273.0	22414992.0	21832060.0	7890645.0	41.18	256.6	74.3	90.17	7.753857	-8.818703
PA0152-C	1026	Guinea	Nzerekore	ERS042063			739630400.0	694384000.0	9640800.0	100.0	37.0	22811755.0	22328420.0	21456416.0	941696.0	30.43	267.1	77.0	89.65	7.753857	-8.818703
PA0153-C	1026	Guinea	Nzerekore	ERS042074			2573777000.0	2406236900.0	189617500.0	100.0	36.9	23044690.0	22853482.0	22657248.0	19302710.0	103.79	255.8	63.3	91.82	7.753857	-8.818703
PA0155-C	1026	Guinea	Nzerekore	ERS042000			1192374600.0	1101587400.0	44058100.0	100.0	37.5	23114296.0	22763977.0	22208104.0	11643580.0	47.31	265.2	75.8	91.23	7.753857	-8.818703
PA0157-C	1026	Guinea	Nzerekore	ERS041975			964338800.0	830064600.0	13122100.0	100.0	36.9	22831555.0	22451713.0	21856763.0	3858543.0	36.35	258.7	71.6	90.39	7.753857	-8.818703
PA0158-C	1026	Guinea	Nzerekore	ERS042033			1243224400.0	1153753400.0	30408700.0	100.0	39.0	22875450.0	22564933.0	22139866.0	12301754.0	50.11	262.5	71.3	90.86	7.753857	-8.818703
PA0159-C	1026	Guinea	Nzerekore	ERS042083			3662898200.0	3403630200.0	69743700.0	100.0	34.0	22979586.0	22779626.0	22645409.0	21134006.0	147.2	249.7	69.2	91.78	7.753857	-8.818703
PA0160-C	1026	Guinea	Nzerekore	ERS042087			1450792400.0	1264859400.0	29995500.0	100.0	33.8	23095304.0	22840602.0	22550102.0	14916875.0	54.54	243.7	70.2	91.72	7.753857	-8.818703
PA0161-C	1026	Guinea	Nzerekore	ERS041970			2029843400.0	1899161900.0	96724400.0	100.0	37.1	22884786.0	22681932.0	22475668.0	19071956.0	82.58	261.4	73.0	91.16	7.753857	-8.818703
PA0163-C	1026	Guinea	Nzerekore	ERS042065			900220200.0	829526000.0	20223100.0	100.0	36.9	23015047.0	22588957.0	21875591.0	3830869.0	35.93	266.5	74.2	90.61	7.753857	-8.818703
PA0165-C	1026	Guinea	Nzerekore	ERS042079			3887647400.0	3615580400.0	79666600.0	100.0	34.0	22929587.0	22743107.0	22634838.0	21418657.0	156.69	248.9	69.2	91.71	7.753857	-8.818703
PA0167-C	1026	Guinea	Nzerekore	ERS042108			3365513200.0	3128254800.0	66812800.0	100.0	33.4	22928964.0	22774376.0	22630052.0	20785819.0	135.62	239.7	67.0	91.82	7.753857	-8.818703
PA0168-C	1026	Guinea	Nzerekore	ERS042038			2114095800.0	1972315300.0	87315200.0	100.0	38.8	22878712.0	22696434.0	22547075.0	20183464.0	85.36	264.7	74.8	91.46	7.753857	-8.818703
PA0169-C	1026	Guinea	Nzerekore	ERS042040			1545735400.0	1447742700.0	85929800.0	100.0	38.8	22781552.0	22537022.0	22320614.0	17160366.0	62.99	265.7	76.8	91.18	7.753857	-8.818703
PA0171-C	1026	Guinea	Nzerekore	ERS042001			1386181200.0	1298557800.0	23133400.0	100.0	37.6	23028215.0	22701177.0	22241378.0	14103638.0	55.94	267.2	72.2	91.12	7.753857	-8.818703
PA0172-C	1026	Guinea	Nzerekore	ERS041968			2712739400.0	2514321800.0	76360600.0	100.0	37.0	22920763.0	22738819.0	22612151.0	20929269.0	108.92	259.5	71.7	91.66	7.753857	-8.818703
PA0173-C	1026	Guinea	Nzerekore	ERS042077			2643944200.0	2471572500.0	164925200.0	100.0	36.9	22990564.0	22720848.0	22552757.0	20391279.0	106.85	251.5	61.0	91.48	7.753857	-8.818703
PA0176-C	1026	Guinea	Nzerekore	ERS042031			1087221000.0	1000276300.0	28363800.0	100.0	38.9	22851444.0	22510062.0	22034118.0	9067887.0	43.58	269.8	72.8	90.58	7.753857	-8.818703
PA0177-C	1026	Guinea	Nzerekore	ERS042085			4175575200.0	3858627400.0	246597800.0	100.0	34.0	23038440.0	22862086.0	22742159.0	21457790.0	166.08	243.0	68.4	92.17	7.753857	-8.818703
PA0178-C	1026	Guinea	Nzerekore	ERS042090			3116409200.0	2868742800.0	216416600.0	100.0	34.8	23055787.0	22877597.0	22746604.0	21462616.0	123.75	239.1	70.0	91.98	7.753857	-8.818703
PA0179-C	1026	Guinea	Nzerekore	ERS042089			2079131000.0	1855361700.0	287496900.0	100.0	33.7	23023223.0	22843067.0	22668892.0	19465603.0	80.07	267.6	73.7	91.7	7.753857	-8.818703
PA0180-C	1026	Guinea	Nzerekore	ERS041983			1170307200.0	1091961600.0	24722600.0	100.0	38.7	22842280.0	22500145.0	22049688.0	11237616.0	47.41	257.0	74.9	90.67	7.753857	-8.818703
PA0182-C	1026	Guinea	Nzerekore	ERS042073			561086400.0	498377300.0	10331400.0	100.0	36.9	22807606.0	22014653.0	20398058.0	125316.0	21.85	257.9	71.2	88.07	7.753857	-8.818703
PA0183-C	1026	Guinea	Nzerekore	ERS042062			926358400.0	867146300.0	13819100.0	100.0	37.0	22816614.0	22418414.0	21863507.0	4523516.0	37.94	260.0	76.8	90.26	7.753857	-8.818703
PA0184-C	1026	Guinea	Nzerekore	ERS042010			1013811800.0	949492200.0	25545600.0	100.0	37.8	22947880.0	22497069.0	21860310.0	8148005.0	41.22	263.4	74.6	90.35	7.753857	-8.818703
PA0185-C	1026	Guinea	Nzerekore	ERS042046			1224472600.0	1147287700.0	25528100.0	100.0	38.8	22896119.0	22560770.0	22157149.0	12022661.0	49.76	264.9	73.8	91.14	7.753857	-8.818703
PA0186-C	1026	Guinea	Nzerekore	ERS042050			2722309600.0	2544444500.0	213930800.0	100.0	36.8	22913185.0	22720939.0	22584459.0	21085054.0	110.54	250.8	65.9	91.5	7.753857	-8.818703
PA0187-C	1026	Guinea	Nzerekore	ERS042104			3950877000.0	3689666700.0	76460000.0	100.0	33.3	23029876.0	22807422.0	22658012.0	21542365.0	159.24	245.3	65.0	91.73	7.753857	-8.818703
PA0188-C	1026	Guinea	Nzerekore	ERS042029			789654800.0	704705300.0	21704500.0	100.0	38.9	22956190.0	22390180.0	21507065.0	1171423.0	30.7	263.9	70.7	89.93	7.753857	-8.818703
PA0189-C	1026	Guinea	Nzerekore	ERS042112			3344901000.0	3113871000.0	161625200.0	100.0	33.4	22961615.0	22734306.0	22613714.0	21440283.0	134.82	240.9	68.5	91.55	7.753857	-8.818703
PA0190-C	1026	Guinea	Nzerekore	ERS041981			1018559600.0	594080800.0	13887900.0	100.0	38.7	22817566.0	22306793.0	21316003.0	290403.0	25.93	259.9	73.9	89.68	7.753857	-8.818703
PA0191-C	1026	Guinea	Nzerekore	ERS042109			2052075000.0	1870115500.0	61685400.0	100.0	33.0	23068339.0	22876720.0	22722613.0	19879165.0	80.58	277.0	75.1	91.89	7.753857	-8.818703
PA0193-C	1026	Guinea	Nzerekore	ERS042055			1663179200.0	1551569500.0	97401600.0	100.0	36.8	23066595.0	22751276.0	22417744.0	16393721.0	66.87	264.0	65.3	91.36	7.753857	-8.818703
PA0195-C	1026	Guinea	Nzerekore	ERS042034			1641465000.0	1519614600.0	55110600.0	100.0	39.1	22917968.0	22674436.0	22347167.0	15421952.0	65.95	259.8	69.2	91.19	7.753857	-8.818703
PA0197-C	1026	Guinea	Nzerekore	ERS042032			1189139800.0	1096075300.0	39495500.0	100.0	39.0	22904444.0	22601450.0	22194087.0	11419867.0	47.75	259.0	72.6	90.91	7.753857	-8.818703
PA0198-C	1026	Guinea	Nzerekore	ERS041987			1031602600.0	944124300.0	42229300.0	100.0	38.7	22979434.0	22624533.0	22148774.0	7086458.0	41.08	253.9	71.2	90.96	7.753857	-8.818703
PA0199-C	1026	Guinea	Nzerekore	ERS042086			3404334400.0	3117179000.0	203351800.0	100.0	34.0	23042988.0	22843595.0	22680837.0	20837733.0	134.06	248.2	67.4	91.87	7.753857	-8.818703
PA0200-C	1026	Guinea	Nzerekore	ERS042097			2628154200.0	2455318400.0	46757200.0	100.0	34.8	22942299.0	22778325.0	22639705.0	20668501.0	106.57	248.5	68.4	91.71	7.753857	-8.818703
PA0201-C	1026	Guinea	Nzerekore	ERS041986			1135208800.0	1041975500.0	26517000.0	100.0	38.6	22823434.0	22510473.0	22107943.0	10083832.0	45.49	258.2	72.7	90.7	7.753857	-8.818703
PA0202-C	1026	Guinea	Nzerekore	ERS042057			2262449200.0	2108377100.0	185391400.0	100.0	36.9	22893920.0	22674845.0	22461884.0	19370565.0	91.3	255.6	63.4	91.29	7.753857	-8.818703
PA0203-C	1026	Guinea	Nzerekore	ERS041988			1486703800.0	1373676000.0	31529100.0	100.0	38.7	22835351.0	22588155.0	22285617.0	14660644.0	59.77	256.1	69.3	91.03	7.753857	-8.818703
PA0204-C	1026	Guinea	Nzerekore	ERS042042			1696418800.0	1587662700.0	44897400.0	100.0	38.8	22892980.0	22673212.0	22463275.0	17975488.0	68.89	264.3	76.9	91.36	7.753857	-8.818703
PA0205-C	1026	Guinea	Nzerekore	ERS042105			2082415000.0	1885336400.0	104454700.0	100.0	33.1	22906793.0	22685819.0	22492562.0	19517822.0	81.7	253.1	71.2	91.27	7.753857	-8.818703
PA0206-C	1026	Guinea	Nzerekore	ERS042056			2447086600.0	2286547200.0	178838400.0	100.0	36.9	23052756.0	22815098.0	22605692.0	19794547.0	98.55	254.1	64.0	91.68	7.753857	-8.818703
PA0207-C	1026	Guinea	Nzerekore	ERS042098			2923806000.0	2714432800.0	41323600.0	100.0	34.8	22898700.0	22727465.0	22588765.0	20690063.0	117.89	243.3	66.5	91.58	7.753857	-8.818703
PA0208-C	1026	Guinea	Nzerekore	ERS042088			3616141600.0	3413525200.0	75676500.0	100.0	34.1	22855571.0	22691607.0	22554264.0	20940798.0	147.93	247.6	68.6	91.4	7.753857	-8.818703
PA0209-C	1026	Guinea	Nzerekore	ERS042099			4191682000.0	3923828700.0	90028700.0	100.0	34.8	23065466.0	22883675.0	22751114.0	21841930.0	168.93	251.5	69.4	92.13	7.753857	-8.818703
PA0210-C	1026	Guinea	Nzerekore	ERS042111			2988004200.0	2783876500.0	40004800.0	100.0	33.4	23076617.0	22920463.0	22801416.0	21044288.0	120.19	247.3	68.7	92.22	7.753857	-8.818703
PA0211-C	1026	Guinea	Nzerekore	ERS042110			3939257400.0	3664764600.0	64228900.0	100.0	33.4	22919125.0	22774186.0	22662228.0	21212950.0	159.02	242.8	64.0	91.86	7.753857	-8.818703
PA0212-C	1026	Guinea	Nzerekore	ERS042113			2907069400.0	2693984200.0	143897600.0	100.0	33.3	23018772.0	22838488.0	22695835.0	21058133.0	116.48	254.6	71.1	91.91	7.753857	-8.818703
PA0213-C	1026	Guinea	Nzerekore	ERS042091			3357229000.0	3098474000.0	169148300.0	100.0	34.8	22977791.0	22663270.0	22311075.0	19440058.0	134.05	249.4	67.3	90.92	7.753857	-8.818703
PA0214-C	1026	Guinea	Nzerekore	ERS042002			811895600.0	718434600.0	18795000.0	100.0	37.6	22880033.0	22413741.0	21548188.0	1125275.0	31.1	263.1	74.5	89.86	7.753857	-8.818703
PA0215-C	1026	Guinea	Nzerekore	ERS042069			920306600.0	858282900.0	14177400.0	100.0	37.1	22892454.0	22357180.0	21559722.0	5448155.0	37.49	265.1	74.0	89.99	7.753857	-8.818703
