sample_id	study	country	samplingSite	ena_accession	collectionDate	samplePreparation	totalBases	basesMapped	basesDuplicated	averageReadLength	averageQuality	basesof1xCoverage	basesof5xCoverage	basesof10xCoverage	basesof50xCoverage	meanCoverage	insertSizeAverage	insertSizeStandardDeviation	PercentCallableGATK	latitude	longitude
PT0232-Cx	1022	Malawi	Chikwawa	ERS193628	2014-02-28		1998934800.0	1857883900.0	5136028.0	100.0	36.8	22993404.0	22675747.0	22250717.0	16601236.0	80.09	236.0	72.2	90.64	-16.035	34.801
PT0233-C	1022	Malawi	Chikwawa	ERS188090	2012-06-01		1339889800.0	1212473300.0	252869.0	100.0	35.2	23082904.0	22828662.0	22511636.0	12737957.0	52.14	238.5	82.7	91.76	-16.035	34.801
PT0233-Cx	1022	Malawi	Chikwawa	ERS188090	2014-02-28		3028344200.0	2743178700.0	332363.0	100.0	36.2	23147758.0	22954400.0	22706731.0	18593354.0	117.51	242.4	76.4	92.31	-16.035	34.801
PT0234-C	1022	Malawi	Chikwawa	ERS188097	2012-06-01		1586700600.0	1476113000.0	311362.0	100.0	35.3	22902172.0	22695934.0	22491503.0	16788048.0	63.93	237.6	78.6	91.53	-16.035	34.801
PT0234-Cx	1022	Malawi	Chikwawa	ERS188097	2014-02-28		3000952400.0	2800680900.0	348647.0	100.0	36.4	22938257.0	22743531.0	22525780.0	19372026.0	120.93	235.9	70.9	91.68	-16.035	34.801
PT0235-C	1022	Malawi	Chikwawa	ERS193633	2012-06-01		1660105200.0	1296161100.0	257872.0	100.0	35.2	23061118.0	22843866.0	22576019.0	14202230.0	56.2	243.9	85.2	91.84	-16.035	34.801
PT0235-Cx	1022	Malawi	Chikwawa	ERS193633	2014-02-28		1539724600.0	1429300000.0	3872153.0	100.0	36.8	23033711.0	22639419.0	21947223.0	13995646.0	62.05	254.9	83.4	90.05	-16.035	34.801
PT0236-C	1022	Malawi	Chikwawa	ERS188104	2012-06-01		2106728600.0	1945016800.0	419428.0	100.0	35.3	23123572.0	22957469.0	22825750.0	19195134.0	83.59	238.4	82.5	92.45	-16.035	34.801
PT0236-Cx	1022	Malawi	Chikwawa	ERS188104	2014-02-28		3147539600.0	2911128000.0	368775.0	100.0	36.4	23145681.0	22956831.0	22713239.0	19225059.0	124.82	238.6	75.2	92.38	-16.035	34.801
PT0237-C	1022	Malawi	Chikwawa	ERS193638	2012-06-01		1907692000.0	1770682900.0	338424.0	100.0	35.6	22972059.0	22777526.0	22601389.0	18075844.0	76.65	235.7	77.5	91.66	-16.035	34.801
PT0237-Cx	1022	Malawi	Chikwawa	ERS193638	2014-02-28		2107653800.0	1971663500.0	5372468.0	100.0	36.8	22941753.0	22626573.0	22173172.0	16675592.0	85.4	248.4	75.8	90.38	-16.035	34.801
PT0238-C	1022	Malawi	Chikwawa	ERS188111	2012-06-01		2612038200.0	2435026100.0	548183.0	100.0	35.3	23038956.0	22841114.0	22678069.0	20633607.0	105.22	230.8	78.4	92.01	-16.035	34.801
PT0238-Cx	1022	Malawi	Chikwawa	ERS188111	2014-02-28		3119809400.0	2917196100.0	333808.0	100.0	36.4	23041577.0	22832754.0	22618167.0	19617891.0	125.95	222.2	71.9	91.93	-16.035	34.801
PT0239-C	1022	Malawi	Chikwawa	ERS188118	2012-06-01		1900068800.0	1761741000.0	360753.0	100.0	35.3	22962849.0	22748396.0	22557949.0	18041266.0	76.31	232.8	74.6	91.7	-16.035	34.801
PT0239-Cx	1022	Malawi	Chikwawa	ERS188118	2014-02-28		3481020000.0	3235795700.0	450112.0	100.0	36.4	23004076.0	22797486.0	22568210.0	19499153.0	139.59	232.8	69.2	91.86	-16.035	34.801
PT0240-C	1022	Malawi	Chikwawa	ERS193643	2012-06-01		3587420400.0	3339485100.0	761801.0	100.0	35.5	22967274.0	22809297.0	22701556.0	21515321.0	144.88	240.7	80.2	91.89	-16.035	34.801
PT0240-Cx	1022	Malawi	Chikwawa	ERS193643	2014-02-28		2040645400.0	1913697100.0	5189497.0	100.0	36.8	22907820.0	22632816.0	22265030.0	16964089.0	83.23	246.4	76.5	90.63	-16.035	34.801
PT0241-C	1022	Malawi	Chikwawa	ERS188125	2012-06-01		3565520000.0	3323965100.0	778342.0	100.0	35.3	23047855.0	22901788.0	22798514.0	21749626.0	143.57	243.1	85.0	92.25	-16.035	34.801
PT0241-Cx	1022	Malawi	Chikwawa	ERS188125	2014-02-28		3176451200.0	2972554900.0	325657.0	100.0	36.4	23043025.0	22868332.0	22691158.0	19779390.0	128.35	243.0	78.4	92.06	-16.035	34.801
PT0242-C	1022	Malawi	Chikwawa	ERS188132	2012-06-01		2207284200.0	2034622000.0	452811.0	100.0	35.2	22940450.0	22763139.0	22613702.0	19142274.0	88.24	248.2	86.4	91.72	-16.035	34.801
PT0242-Cx	1022	Malawi	Chikwawa	ERS188132	2014-02-28		3096798000.0	2861451100.0	376758.0	100.0	36.3	22957885.0	22751394.0	22510264.0	18962941.0	123.77	245.0	78.1	91.62	-16.035	34.801
PT0243-C	1022	Malawi	Chikwawa	ERS188139	2012-06-01		1316520800.0	1231289000.0	261367.0	100.0	35.3	23093372.0	22812301.0	22511639.0	14114008.0	53.31	238.3	81.0	91.68	-16.035	34.801
PT0243-Cx	1022	Malawi	Chikwawa	ERS188139	2014-02-28		2973208800.0	2787056400.0	300966.0	100.0	36.4	23156657.0	22921290.0	22640661.0	19090703.0	119.98	219.7	71.8	92.12	-16.035	34.801
PT0244-C	1022	Malawi	Chikwawa	ERS188146	2012-06-01		3652309600.0	3316955900.0	900509.0	100.0	35.3	23128609.0	22966792.0	22860559.0	20985917.0	141.68	236.5	80.0	92.58	-16.035	34.801
PT0244-Cx	1022	Malawi	Chikwawa	ERS188146	2014-02-28		2923767600.0	2662679600.0	394578.0	100.0	36.4	23117401.0	22875341.0	22557323.0	17750352.0	113.84	235.8	74.4	92.0	-16.035	34.801
PT0246-C	1022	Malawi	Chikwawa	ERS193648	2012-06-01		2232520000.0	2051722600.0	452883.0	100.0	35.5	23026077.0	22832695.0	22659109.0	18996113.0	88.45	239.4	80.1	92.01	-16.035	34.801
PT0246-Cx	1022	Malawi	Chikwawa	ERS193648	2014-02-28		2121775400.0	1963712600.0	5400557.0	100.0	36.8	22981440.0	22659205.0	22183019.0	16497719.0	84.72	245.1	76.4	90.6	-16.035	34.801
PT0247-C	1022	Malawi	Chikwawa	ERS188070	2012-06-01		1449375800.0	1341705200.0	269741.0	100.0	35.3	23121689.0	22892036.0	22573882.0	13988568.0	57.72	263.5	84.1	91.95	-16.035	34.801
PT0247-Cx	1022	Malawi	Chikwawa	ERS188070	2014-02-28		2889771000.0	2678432500.0	361850.0	100.0	36.3	23129124.0	22762740.0	22260104.0	17566296.0	115.1	257.0	72.8	91.3	-16.035	34.801
PT0248-C	1022	Malawi	Chikwawa	ERS188077	2012-06-01		1261762800.0	1165606200.0	226197.0	100.0	35.3	22888972.0	22624064.0	22275105.0	12498176.0	50.62	247.3	72.8	91.09	-16.035	34.801
PT0248-Cx	1022	Malawi	Chikwawa	ERS188077	2014-02-28		2977167600.0	2757431000.0	412556.0	100.0	36.3	22923817.0	22603225.0	22251163.0	18588971.0	119.35	238.2	62.1	90.97	-16.035	34.801
PT0249-C	1022	Malawi	Chikwawa	ERS188084	2012-06-01		1204111800.0	1123143300.0	229620.0	100.0	35.4	23034449.0	22712936.0	22195926.0	11867480.0	48.4	260.3	80.4	91.18	-16.035	34.801
PT0249-Cx	1022	Malawi	Chikwawa	ERS188084	2014-02-28		2969557200.0	2778911400.0	384052.0	100.0	36.3	23087832.0	22795803.0	22416300.0	18314477.0	119.36	258.8	71.2	91.55	-16.035	34.801
PT0250-C	1022	Malawi	Chikwawa	ERS188091	2012-06-01		2345461000.0	2171644200.0	461346.0	100.0	35.3	23144036.0	22978862.0	22831989.0	19497469.0	93.09	252.0	76.3	92.54	-16.035	34.801
PT0250-Cx	1022	Malawi	Chikwawa	ERS188091	2014-02-28		3152858800.0	2927374600.0	430150.0	100.0	36.3	23146910.0	22882135.0	22535554.0	18744015.0	125.29	248.7	67.1	91.98	-16.035	34.801
PT0252-C	1022	Malawi	Chikwawa	ERS188098	2012-06-01		1234399600.0	1133420500.0	234088.0	100.0	35.3	23064193.0	22820830.0	22472037.0	11629471.0	48.59	254.4	78.5	91.72	-16.035	34.801
PT0252-Cx	1022	Malawi	Chikwawa	ERS188098	2014-02-28		3010264800.0	2766879200.0	462021.0	100.0	36.3	23104507.0	22851161.0	22512511.0	18499772.0	118.05	248.5	68.0	91.88	-16.035	34.801
PT0253-C	1022	Malawi	Chikwawa	ERS193653	2012-06-01		1575032000.0	1426569100.0	282574.0	100.0	35.5	22884170.0	22677367.0	22451418.0	15653028.0	61.66	233.1	75.5	91.4	-16.035	34.801
PT0253-Cx	1022	Malawi	Chikwawa	ERS193653	2014-02-28		1309393200.0	1195366500.0	3222251.0	100.0	36.8	22817612.0	22338780.0	21537065.0	12282843.0	51.75	244.2	74.5	88.94	-16.035	34.801
PT0254-C	1022	Malawi	Chikwawa	ERS188105	2012-06-01		1439327800.0	1306077400.0	287786.0	100.0	35.3	23213429.0	23002297.0	22741591.0	13728646.0	55.52	257.8	79.7	92.45	-16.035	34.801
PT0254-Cx	1022	Malawi	Chikwawa	ERS188105	2014-02-28		2925686000.0	2659632100.0	461893.0	100.0	36.3	23252416.0	23035805.0	22714191.0	18350884.0	112.55	255.7	70.6	92.64	-16.035	34.801
PT0255-C	1022	Malawi	Chikwawa	ERS188112	2012-06-01		1348995400.0	1255574400.0	229175.0	100.0	35.3	22840788.0	22587579.0	22301650.0	14137964.0	54.49	250.3	72.8	91.2	-16.035	34.801
PT0255-Cx	1022	Malawi	Chikwawa	ERS188112	2014-02-28		3114236600.0	2907405500.0	392704.0	100.0	36.3	22882316.0	22594903.0	22277489.0	18983163.0	125.71	245.6	64.2	91.05	-16.035	34.801
PT0256-C	1022	Malawi	Chikwawa	ERS188119	2012-06-01		1572905000.0	1468685000.0	286824.0	100.0	35.3	22877503.0	22655116.0	22370722.0	15856523.0	63.87	254.9	77.9	91.2	-16.035	34.801
PT0256-Cx	1022	Malawi	Chikwawa	ERS188119	2014-02-28		3017296400.0	2825405200.0	367597.0	100.0	36.3	22893523.0	22568423.0	22181039.0	18454600.0	122.68	250.1	68.5	90.72	-16.035	34.801
PT0257-C	1022	Malawi	Chikwawa	ERS188126	2012-06-01		2194722200.0	2018653100.0	437669.0	100.0	35.4	23193667.0	23031620.0	22874321.0	18827375.0	86.28	257.1	78.0	92.69	-16.035	34.801
PT0257-Cx	1022	Malawi	Chikwawa	ERS188126	2014-02-28		2975957200.0	2742057100.0	396908.0	100.0	36.3	23199476.0	22966514.0	22642599.0	18664809.0	117.05	245.3	68.2	92.31	-16.035	34.801
PT0258-C	1022	Malawi	Chikwawa	ERS193658	2012-06-01		4132142600.0	3821410400.0	926778.0	100.0	35.5	22931956.0	22791727.0	22705697.0	21731405.0	164.55	238.3	79.6	92.03	-16.035	34.801
PT0258-Cx	1022	Malawi	Chikwawa	ERS193658	2014-02-28		2022810600.0	1881939700.0	5144866.0	100.0	36.7	22849414.0	22543879.0	22106293.0	16405011.0	81.28	244.5	76.3	90.29	-16.035	34.801
PT0260-C	1022	Malawi	Chikwawa	ERS193663	2012-06-01		1809412200.0	1677077500.0	380670.0	100.0	35.6	23058446.0	22842110.0	22604867.0	17394227.0	72.4	223.7	71.8	91.92	-16.035	34.801
PT0260-Cx	1022	Malawi	Chikwawa	ERS193663	2014-02-28		1861673400.0	1748087700.0	4769513.0	100.0	36.9	23010783.0	22595328.0	22007866.0	15857146.0	75.59	237.7	72.4	90.08	-16.035	34.801
PT0261-C	1022	Malawi	Chikwawa	ERS188133	2012-06-01		2477260000.0	2319890100.0	478768.0	100.0	35.3	22964705.0	22761058.0	22584206.0	19942388.0	100.24	253.9	74.2	91.68	-16.035	34.801
PT0261-Cx	1022	Malawi	Chikwawa	ERS188133	2014-02-28		2862561400.0	2688533400.0	351933.0	100.0	36.3	22929709.0	22536072.0	22075347.0	18098818.0	116.21	244.2	64.3	90.52	-16.035	34.801
PT0262-C	1022	Malawi	Chikwawa	ERS188140	2012-06-01		1131382400.0	1047715700.0	195121.0	100.0	35.3	22878951.0	22599481.0	22157947.0	10453943.0	45.5	255.0	79.3	90.9	-16.035	34.801
PT0262-Cx	1022	Malawi	Chikwawa	ERS188140	2014-02-28		2815984400.0	2610234700.0	355509.0	100.0	36.3	22914466.0	22611838.0	22243283.0	18268550.0	113.01	249.5	70.0	90.92	-16.035	34.801
PT0263-C	1022	Malawi	Chikwawa	ERS193668	2012-06-01		3472038800.0	3190334500.0	751164.0	100.0	35.5	22907497.0	22764109.0	22663050.0	21344602.0	138.41	227.1	72.5	91.84	-16.035	34.801
PT0263-Cx	1022	Malawi	Chikwawa	ERS193668	2014-02-28		1808775600.0	1677362500.0	4570786.0	100.0	36.8	22804701.0	22392131.0	21806711.0	15541204.0	73.08	237.8	70.6	89.41	-16.035	34.801
PT0264-C	1022	Malawi	Chikwawa	ERS188147	2012-06-01		1165411000.0	1066630600.0	202295.0	100.0	35.3	22877169.0	22601468.0	22200669.0	10625173.0	46.25	259.4	78.2	91.01	-16.035	34.801
PT0264-Cx	1022	Malawi	Chikwawa	ERS188147	2014-02-28		2943910400.0	2697993600.0	366864.0	100.0	36.2	22916134.0	22627591.0	22275510.0	18393850.0	116.63	252.9	69.3	91.03	-16.035	34.801
PT0266-C	1022	Malawi	Chikwawa	ERS188071	2012-06-01		2485763800.0	2324316200.0	782625.0	100.0	35.8	23104407.0	22943404.0	22811228.0	21000683.0	100.29	251.0	75.2	92.29	-16.035	34.801
PT0269-C	1022	Malawi	Chikwawa	ERS188078	2012-06-01		1979365200.0	1793214400.0	737446.0	100.0	35.9	22946024.0	22765277.0	22602751.0	17833557.0	76.87	254.5	78.8	91.7	-16.035	34.801
PT0270-C	1022	Malawi	Chikwawa	ERS193673	2012-06-01		1401805000.0	1286675800.0	253081.0	100.0	35.6	22885094.0	22651889.0	22362841.0	14172313.0	55.7	232.4	76.1	91.26	-16.035	34.801
PT0270-Cx	1022	Malawi	Chikwawa	ERS193673	2014-02-28		1875915800.0	1734522200.0	4739489.0	100.0	36.8	22864270.0	22526127.0	22047333.0	15902704.0	75.06	243.1	74.9	90.1	-16.035	34.801
PT0271-C	1022	Malawi	Chikwawa	ERS193678	2012-06-01		1485271600.0	1363597700.0	265955.0	100.0	35.5	23031271.0	22739315.0	22444686.0	15004650.0	59.2	236.1	81.7	91.47	-16.035	34.801
PT0271-Cx	1022	Malawi	Chikwawa	ERS193678	2014-02-28		2002258800.0	1857982900.0	4990430.0	100.0	36.8	23014629.0	22598047.0	22032534.0	16080691.0	80.4	248.5	80.1	90.12	-16.035	34.801
PT0273-C	1022	Malawi	Chikwawa	ERS188085	2012-06-01		3782647200.0	3495651900.0	1480488.0	100.0	35.8	23211386.0	23088291.0	22985232.0	22370528.0	149.08	252.5	72.7	93.05	-16.035	34.801
PT0274-C	1022	Malawi	Chikwawa	ERS193624	2012-06-01		1863074600.0	1722940300.0	409957.0	100.0	35.6	22966157.0	22772342.0	22581847.0	17554271.0	74.44	236.5	78.0	91.66	-16.035	34.801
PT0274-Cx	1022	Malawi	Chikwawa	ERS193624	2014-02-28		1882111800.0	1753990800.0	4831088.0	100.0	37.3	22916648.0	22468589.0	21768806.0	15022715.0	75.8	241.2	75.2	89.54	-16.035	34.801
PT0275-C	1022	Malawi	Chikwawa	ERS188092	2012-06-01		210365400.0	166789200.0	56966.0	100.0	34.2	22701227.0	17361113.0	5744426.0	6126.0	7.35	245.8	73.6	65.2	-16.035	34.801
PT0276-C	1022	Malawi	Chikwawa	ERS193629	2012-06-01		3382981800.0	3126020000.0	733803.0	100.0	35.6	23164400.0	23031187.0	22929496.0	21466131.0	133.39	236.8	77.8	92.74	-16.035	34.801
PT0276-Cx	1022	Malawi	Chikwawa	ERS193629	2014-02-28		2102237800.0	1947713500.0	5432153.0	100.0	37.4	23087782.0	22596197.0	21840531.0	15463610.0	83.13	245.3	75.1	89.87	-16.035	34.801
PT0277-C	1022	Malawi	Chikwawa	ERS188099	2012-06-01		2684308200.0	2494737500.0	906384.0	100.0	35.8	23062814.0	22914854.0	22808159.0	21263935.0	107.47	259.9	79.9	92.28	-16.035	34.801
PT0279-C	1022	Malawi	Zomba	ERS193634	2012-06-01		2806990800.0	2579589200.0	634251.0	100.0	35.7	23028560.0	22851401.0	22727562.0	20582115.0	112.01	219.3	68.5	92.03	-15.38333	35.33333
PT0279-Cx	1022	Malawi	Zomba	ERS193634	2014-02-28		2053714400.0	1916141200.0	5289861.0	100.0	37.4	22947669.0	22537951.0	21937341.0	15996239.0	83.5	226.9	67.1	89.9	-15.38333	35.33333
PT0280-C	1022	Malawi	Zomba	ERS193639	2012-06-01		3448846600.0	1752211900.0	371545.0	100.0	34.9	23037172.0	22815487.0	22620133.0	18011936.0	76.05	230.0	72.7	91.86	-15.38333	35.33333
PT0280-Cx	1022	Malawi	Zomba	ERS193639	2014-02-28		1075487200.0	871994900.0	2382117.0	100.0	37.3	22829439.0	21815198.0	20207189.0	7806777.0	38.2	241.2	72.3	85.83	-15.38333	35.33333
PT0281-C	1022	Malawi	Zomba	ERS188106	2012-06-01		3234034400.0	2745800900.0	1023820.0	100.0	35.6	22955941.0	22792305.0	22688474.0	21471529.0	119.23	257.1	80.3	91.85	-15.38333	35.33333
PT0282-C	1022	Malawi	Zomba	ERS193644	2012-06-01		2275325200.0	2095115000.0	563034.0	100.0	35.7	23111135.0	22944164.0	22754206.0	18844780.0	90.01	232.6	75.2	92.24	-15.38333	35.33333
PT0282-Cx	1022	Malawi	Zomba	ERS193644	2014-02-28		1778763200.0	1650774700.0	4552911.0	100.0	37.4	23021333.0	22451678.0	21610255.0	14543846.0	71.09	245.8	76.3	89.11	-15.38333	35.33333
PT0283-C	1022	Malawi	Zomba	ERS188113	2012-06-01		5735417200.0	3875329200.0	1610356.0	100.0	35.3	23113019.0	22938477.0	22838548.0	22223975.0	166.87	257.4	79.2	92.41	-15.38333	35.33333
PT0284-C	1022	Malawi	Zomba	ERS193649	2012-06-01		2529661000.0	90743600.0	14152.0	100.0	34.2	21196075.0	8563188.0	741509.0	5979.0	4.28	234.6	74.1	29.83	-15.38333	35.33333
PT0284-Cx	1022	Malawi	Zomba	ERS193649	2014-02-28		154921200.0	50397300.0	139215.0	100.0	37.2	15941275.0	3476800.0	241583.0	2208.0	3.16	239.5	71.4	4.16	-15.38333	35.33333
PT0285-C	1022	Malawi	Zomba	ERS188120	2012-06-01		2463370800.0	1074283500.0	358728.0	100.0	34.5	23073887.0	22838246.0	22561024.0	10517237.0	46.16	257.4	78.0	91.83	-15.38333	35.33333
PT0286-C	1022	Malawi	Zomba	ERS188127	2012-06-01		2206458400.0	544685800.0	172967.0	100.0	34.2	22813178.0	22321965.0	21223139.0	201209.0	23.88	251.8	75.3	89.71	-15.38333	35.33333
PT0287-C	1022	Malawi	Zomba	ERS188134	2012-06-01		2168811200.0	1749968700.0	643584.0	100.0	35.6	22969781.0	22735297.0	22547747.0	18890079.0	75.29	254.4	77.3	91.58	-15.38333	35.33333
PT0289-C	1022	Malawi	Zomba	ERS188141	2012-06-01		6178169800.0	5760627900.0	2364757.0	100.0	35.8	23182646.0	23047619.0	22963366.0	22584537.0	246.49	246.5	71.3	92.85	-15.38333	35.33333
PT0290-C	1022	Malawi	Zomba	ERS193654	2012-06-01		2385120000.0	2182413300.0	538253.0	100.0	35.7	23059127.0	22876199.0	22714421.0	19442983.0	94.09	226.4	70.9	92.2	-15.38333	35.33333
PT0290-Cx	1022	Malawi	Zomba	ERS193654	2014-02-28		1966145200.0	1803247100.0	4786107.0	100.0	37.3	23009542.0	22595681.0	21962262.0	15402849.0	77.82	238.7	72.4	90.2	-15.38333	35.33333
PT0291-C	1022	Malawi	Zomba	ERS193659	2012-06-01		4500114000.0	3769661500.0	993414.0	100.0	35.5	23060932.0	22881347.0	22756485.0	21742081.0	162.26	229.7	75.5	92.23	-15.38333	35.33333
PT0291-Cx	1022	Malawi	Zomba	ERS193659	2014-02-28		1957770200.0	1797517400.0	4882671.0	100.0	37.3	22949118.0	22473299.0	21829432.0	15473793.0	77.69	235.3	72.5	89.69	-15.38333	35.33333
PT0292-C	1022	Malawi	Zomba	ERS193664	2012-06-01		1995754200.0	395767400.0	69382.0	100.0	34.5	22817890.0	21634129.0	18689510.0	84730.0	17.34	227.7	74.4	85.73	-15.38333	35.33333
PT0292-Cx	1022	Malawi	Zomba	ERS193664	2014-02-28		323200600.0	276168900.0	751272.0	100.0	37.2	22019683.0	17912555.0	13018656.0	44901.0	12.54	240.1	73.5	64.91	-15.38333	35.33333
PT0294-C	1022	Malawi	Zomba	ERS193669	2012-06-01		2724366000.0	871439200.0	181472.0	100.0	34.8	22883501.0	22490026.0	21851877.0	5403226.0	38.08	226.8	74.7	90.38	-15.38333	35.33333
PT0294-Cx	1022	Malawi	Zomba	ERS193669	2014-02-28		682301800.0	603157500.0	1652890.0	100.0	37.3	22625062.0	21027556.0	18612754.0	1540730.0	26.66	238.6	74.4	81.51	-15.38333	35.33333
PT0295-C	1022	Malawi	Zomba	ERS193674	2012-06-01		3013828200.0	2765531000.0	647923.0	100.0	35.7	23109372.0	22939749.0	22789644.0	20368939.0	118.99	238.3	79.0	92.35	-15.38333	35.33333
PT0295-Cx	1022	Malawi	Zomba	ERS193674	2014-02-28		2112883000.0	1942618600.0	5468825.0	100.0	37.3	23038360.0	22634036.0	22006097.0	15740801.0	83.77	244.5	78.0	90.26	-15.38333	35.33333
PT0296-C	1022	Malawi	Zomba	ERS188148	2012-06-01		2864117000.0	1997974000.0	717257.0	100.0	35.2	23163715.0	22977930.0	22831600.0	20585805.0	85.95	245.7	75.8	92.43	-15.38333	35.33333
PT0297-C	1022	Malawi	Zomba	ERS188072	2012-06-01		2236088600.0	1210443900.0	115928.0	100.0	34.6	23019946.0	22767074.0	22502810.0	13381489.0	52.16	252.0	73.9	91.61	-15.38333	35.33333
PT0297-Cx	1022	Malawi	Zomba	ERS188072	2014-02-28		2077929200.0	1021837900.0	112156.0	100.0	34.7	22947747.0	22173533.0	20935175.0	10438416.0	44.1	250.3	69.1	88.55	-15.38333	35.33333
PT0298-C	1022	Malawi	Zomba	ERS188079	2012-06-01		2981280400.0	1841438400.0	229096.0	100.0	34.6	23064361.0	22889408.0	22736359.0	18982104.0	79.13	244.5	73.3	92.19	-15.38333	35.33333
PT0298-Cx	1022	Malawi	Zomba	ERS188079	2014-02-28		2689950000.0	1500760200.0	200904.0	100.0	34.7	23000089.0	22418883.0	21548360.0	14052933.0	64.51	245.6	68.8	89.74	-15.38333	35.33333
PT0299-C	1022	Malawi	Zomba	ERS188086	2012-06-01		2896660600.0	2079637500.0	282881.0	100.0	34.8	23057018.0	22830452.0	22687327.0	19987622.0	89.83	252.9	74.5	91.96	-15.38333	35.33333
PT0299-Cx	1022	Malawi	Zomba	ERS188086	2014-02-28		2915672600.0	1977549500.0	300295.0	100.0	35.3	23025162.0	22554692.0	21954478.0	16141242.0	85.45	250.8	68.0	90.49	-15.38333	35.33333
PT0300-C	1022	Malawi	Zomba	ERS193679	2012-06-01		1292335600.0	331279500.0	53013.0	100.0	34.3	22984032.0	21241700.0	16952447.0	30941.0	14.41	236.6	76.7	83.2	-15.38333	35.33333
PT0300-Cx	1022	Malawi	Zomba	ERS193679	2014-02-28		252230600.0	178785200.0	493842.0	100.0	37.2	21465213.0	15060286.0	8029521.0	9431.0	8.33	246.8	75.6	49.39	-15.38333	35.33333
PT0301-C	1022	Malawi	Zomba	ERS193625	2012-06-01		2166827000.0	1105761400.0	193444.0	100.0	34.4	22998111.0	22696791.0	22263982.0	11731946.0	47.99	241.0	79.6	91.21	-15.38333	35.33333
PT0301-Cx	1022	Malawi	Zomba	ERS193625	2014-02-28		1016675600.0	911647200.0	2414652.0	100.0	37.4	22842084.0	21811402.0	20246756.0	8627305.0	39.83	247.3	77.9	85.74	-15.38333	35.33333
PT0302-C	1022	Malawi	Zomba	ERS188093	2012-06-01		2683574200.0	851141200.0	112196.0	100.0	34.0	22722890.0	22393118.0	21854507.0	3835441.0	36.94	255.0	75.6	90.52	-15.38333	35.33333
PT0302-Cx	1022	Malawi	Zomba	ERS188093	2014-02-28		2707840200.0	749144800.0	107592.0	100.0	33.3	22559236.0	21215893.0	19235106.0	4118192.0	32.63	252.2	69.7	84.71	-15.38333	35.33333
PT0303-C	1022	Malawi	Zomba	ERS188100	2012-06-01		5717416600.0	2292097300.0	350018.0	100.0	34.5	22987530.0	22771445.0	22632701.0	20256958.0	99.35	246.0	73.0	91.77	-15.38333	35.33333
PT0303-Cx	1022	Malawi	Zomba	ERS188100	2014-02-28		2588911800.0	908009500.0	93537.0	100.0	34.2	22820344.0	21872285.0	20397006.0	8844744.0	39.79	249.6	68.9	87.28	-15.38333	35.33333
PT0304-C	1022	Malawi	Zomba	ERS193630	2012-06-01		2066219400.0	501528400.0	91320.0	100.0	33.9	22899768.0	21943005.0	19963539.0	137787.0	21.9	226.2	70.7	87.38	-15.38333	35.33333
PT0304-Cx	1022	Malawi	Zomba	ERS193630	2014-02-28		289007200.0	238145100.0	627900.0	100.0	37.3	21851625.0	17229404.0	11610186.0	22674.0	10.9	233.5	69.3	61.65	-15.38333	35.33333
PV0243-Cx2	1052	Vietnam	Phuoc Long	ERS336392			1703998400.0	1128550500.0	14932800.0	100.0	34.4	22777232.0	21847889.0	20442248.0	9275933.0	48.34	244.3	69.0	87.8	10.81366	106.778
PV0244-C	1052	Vietnam	Phuoc Long	ERS143521			384657200.0	312897300.0	5703200.0	100.0	35.2	22540552.0	20062023.0	15407885.0	27728.0	13.88	264.9	76.0	79.31	10.81366	106.778
PV0245-Cx2	1052	Vietnam	Phuoc Long	ERS336386			2979082600.0	2700952700.0	47380800.0	100.0	34.8	22842048.0	22476940.0	22009000.0	16929773.0	115.14	233.8	64.8	90.68	10.81366	106.778
PV0246-C	1052	Vietnam	Bu Gia Map	ERS143427			790001800.0	723496000.0	9138800.0	100.0	35.8	22810696.0	22184363.0	20809483.0	2453934.0	31.66	267.0	75.3	88.91	12.1441004	107.154808
PV0247-Cx2	1052	Vietnam	Phuoc Long	ERS336380			3272636000.0	2856539100.0	50553900.0	100.0	34.7	22913254.0	22664892.0	22309115.0	17876194.0	122.24	234.9	64.3	91.35	10.81366	106.778
PV0248-C	1052	Vietnam	Bu Gia Map	ERS143469			3551202200.0	3286697800.0	65735700.0	100.0	35.1	23090930.0	22909049.0	22738686.0	19672202.0	141.38	264.5	76.6	92.35	12.1441004	107.154808
PV0249-Cx	1052	Vietnam	Phuoc Long	ERS336368			2121907000.0	1942158400.0	28853000.0	100.0	34.8	22732638.0	22110979.0	21302905.0	14475607.0	84.04	239.9	66.1	89.17	10.81366	106.778
PV0250-C	1052	Vietnam	Bu Gia Map	ERS143508			1316032600.0	1203896800.0	22124000.0	100.0	35.5	22983876.0	22624838.0	21936994.0	12351023.0	51.92	271.3	77.1	90.99	12.1441004	107.154808
PV0251-C	1052	Vietnam	Bu Gia Map	ERS143437			495960200.0	432886300.0	7815100.0	100.0	35.8	22736338.0	21195994.0	17869372.0	212854.0	19.04	257.2	73.7	83.78	12.1441004	107.154808
PV0252-C	1052	Vietnam	Phuoc Long	ERS224919			4121385400.0	3827016700.0	120010700.0	100.0	34.5	23026346.0	22863807.0	22753833.0	22013162.0	165.46	228.6	75.7	92.21	10.81366	106.778
PV0253-C	1052	Vietnam	Bu Gia Map	ERS143422			2283530800.0	362797700.0	5311600.0	100.0	35.0	22627400.0	20502296.0	16514271.0	117490.0	15.85	262.0	75.5	80.99	12.1441004	107.154808
